age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
45,2.0,25.313319186543723,3.0,54.36893203883495,0.0,3.0,3.0,4.0,1.0,0.0,32.323232323232325,39.795918367346935,38.0,0
-30,0.0,3.0665513696509867,3.0,51.45631067961165,2.0,0.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
22,5.0,20.181558782087958,3.0,51.45631067961165,2.0,7.0,0.0,2.0,1.0,0.0,0.0,14.285714285714285,38.0,0
48,2.0,15.479917024248431,2.0,48.543689320388346,4.0,6.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,32.0,0
21,2.0,12.404316970636682,3.0,51.45631067961165,4.0,6.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
19,2.0,36.00512169119223,2.0,50.48543689320388,1.0,0.0,5.0,4.0,0.0,0.0,0.0,24.48979591836735,38.0,0
48,4.0,17.049557532961362,0.0,53.398058252427184,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
31,2.0,33.54115824515402,2.0,46.60194174757281,2.0,6.0,0.0,4.0,1.0,0.0,0.0,42.857142857142854,38.0,0
53,4.0,5.009297012505553,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
24,2.0,10.75698024325312,3.0,54.36893203883495,2.0,11.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
49,2.0,5.426488967749266,2.0,50.48543689320388,5.0,0.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
25,2.0,18.71662447349246,2.0,50.48543689320388,4.0,5.0,1.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
57,0.0,21.976531931989275,3.0,54.36893203883495,2.0,13.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,1
53,2.0,8.809404099938293,2.0,50.48543689320388,2.0,6.0,0.0,4.0,1.0,0.0,0.0,37.755102040816325,38.0,0
44,2.0,7.720364369412182,1.0,55.33980582524272,0.0,3.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
41,5.0,5.900354259378824,0.0,52.42718446601941,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
29,2.0,17.457020452066807,0.0,52.42718446601941,4.0,13.0,1.0,4.0,1.0,0.0,0.0,42.857142857142854,38.0,0
25,2.0,1.1836086831987709,3.0,51.45631067961165,2.0,7.0,5.0,3.0,0.0,0.0,0.0,39.795918367346935,38.0,0
47,2.0,2.5143775423910433,2.0,56.310679611650485,2.0,13.0,5.0,4.0,0.0,0.0,43.663911845730034,60.20408163265306,15.0,1
50,0.0,16.10441228797675,3.0,54.36893203883495,0.0,3.0,1.0,4.0,1.0,0.0,0.0,55.10204081632653,38.0,1
47,3.0,6.460216066244531,2.0,50.48543689320388,0.0,3.0,1.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
43,2.0,15.179677608317169,3.0,51.45631067961165,2.0,11.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
46,2.0,13.728690519360443,2.0,44.66019417475728,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,25.0,0
35,2.0,2.821692620968318,0.0,52.42718446601941,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,32.0,0
30,2.0,11.78832610912713,2.0,50.48543689320388,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
30,2.0,3.0355953455746834,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
48,2.0,9.168562014441157,2.0,50.48543689320388,2.0,12.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
42,2.0,6.92285554694532,1.0,57.28155339805825,2.0,13.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,1
29,2.0,6.172154954290539,3.0,51.45631067961165,0.0,11.0,1.0,4.0,1.0,0.0,0.0,58.16326530612245,38.0,0
36,2.0,9.569765693513592,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
28,2.0,11.450123041691302,3.0,51.45631067961165,0.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
53,2.0,10.543281624300004,2.0,50.48543689320388,2.0,0.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
49,3.0,12.02883060387379,3.0,51.45631067961165,2.0,3.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
19,2.0,5.8939589489103135,3.0,51.45631067961165,4.0,13.0,3.0,4.0,1.0,0.0,0.0,31.63265306122449,38.0,0
31,2.0,20.076920617188282,3.0,54.36893203883495,5.0,10.0,3.0,2.0,0.0,0.0,0.0,39.795918367346935,38.0,0
29,4.0,10.029751800722128,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,70.40816326530613,38.0,1
23,2.0,13.389330853222862,3.0,51.45631067961165,4.0,6.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
79,2.0,7.474757233334263,3.0,51.45631067961165,2.0,13.0,2.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
27,2.0,13.541933846636374,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,25.0,0
40,2.0,1.1794585349160138,0.0,53.398058252427184,2.0,0.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
-18,2.0,20.05378864315324,2.0,48.543689320388346,4.0,7.0,3.0,4.0,0.0,0.0,0.0,21.42857142857143,38.0,0
18,2.0,29.38856069455793,2.0,50.48543689320388,4.0,10.0,1.0,4.0,1.0,0.0,0.0,29.591836734693878,38.0,0
52,2.0,17.800530266487144,3.0,54.36893203883495,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,4.0,0
46,2.0,2.499613900139268,2.0,50.48543689320388,2.0,7.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
59,2.0,9.869120651614102,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,0
44,2.0,22.364060532293934,2.0,50.48543689320388,0.0,7.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
53,2.0,22.545170281944745,2.0,50.48543689320388,0.0,10.0,3.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
49,1.0,17.23713062829843,2.0,50.48543689320388,2.0,9.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
33,2.0,12.734355811942494,1.0,55.33980582524272,2.0,13.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
30,2.0,2.684397551548584,2.0,26.213592233009706,4.0,10.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
43,0.0,26.94119784165075,1.0,57.28155339805825,4.0,13.0,1.0,4.0,0.0,0.0,0.0,50.0,38.0,1
57,2.0,15.995011657834562,0.0,52.42718446601941,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
37,2.0,18.49551001580458,3.0,51.45631067961165,0.0,2.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
28,2.0,13.449542020931718,3.0,51.45631067961165,0.0,6.0,4.0,2.0,0.0,0.0,0.0,24.48979591836735,38.0,0
-34,1.0,14.383869666294062,3.0,54.36893203883495,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
48,4.0,12.001344375902743,1.0,57.28155339805825,2.0,7.0,0.0,4.0,1.0,0.0,43.663911845730034,60.20408163265306,38.0,1
37,2.0,12.777354069560568,3.0,51.45631067961165,2.0,10.0,0.0,4.0,1.0,0.0,0.0,47.95918367346939,38.0,1
0,0.0,15.956367654152496,2.0,50.48543689320388,4.0,7.0,3.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
76,2.0,7.437133757918449,1.0,55.33980582524272,2.0,3.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
44,2.0,12.477931076242307,3.0,54.36893203883495,2.0,3.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,1
47,4.0,9.132911560340096,1.0,55.33980582524272,4.0,13.0,1.0,4.0,0.0,0.0,0.0,50.0,38.0,0
20,2.0,11.798803532660648,3.0,51.45631067961165,4.0,11.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,6.024790672643787,2.0,50.48543689320388,4.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
32,3.0,20.599839300815674,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
30,2.0,12.247904005029165,2.0,48.543689320388346,4.0,5.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
31,1.0,11.864457517789509,2.0,50.48543689320388,4.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
42,2.0,7.471219402011257,2.0,50.48543689320388,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,28.404567340238003,3.0,54.36893203883495,4.0,10.0,2.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
38,2.0,3.432104594622361,2.0,56.310679611650485,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
0,4.0,21.82073128334151,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,43.31955922865014,50.0,1.0,1
28,2.0,24.69617172633242,3.0,9.70873786407767,2.0,10.0,5.0,4.0,0.0,0.0,0.0,24.48979591836735,38.0,0
36,2.0,5.986146668961721,2.0,50.48543689320388,4.0,6.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
56,3.0,19.60856617819648,3.0,51.45631067961165,2.0,10.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
49,1.0,12.415950992871952,0.0,52.42718446601941,2.0,2.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,1
-55,2.0,15.830026254790532,3.0,51.45631067961165,2.0,10.0,0.0,4.0,1.0,0.0,0.0,56.12244897959184,38.0,0
22,2.0,5.970362498443694,2.0,50.48543689320388,4.0,2.0,1.0,4.0,1.0,0.0,0.0,40.816326530612244,38.0,0
21,2.0,12.589032586828246,3.0,51.45631067961165,4.0,7.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
40,2.0,7.073961765568329,3.0,54.36893203883495,2.0,7.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
30,2.0,4.236212833210983,3.0,54.36893203883495,4.0,3.0,3.0,2.0,1.0,0.0,0.0,39.795918367346935,10.0,0
29,5.0,17.220461999949652,3.0,54.36893203883495,2.0,7.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
19,2.0,19.50760191505531,3.0,51.45631067961165,4.0,7.0,3.0,2.0,1.0,0.0,0.0,34.69387755102041,38.0,0
47,2.0,18.57021268489421,3.0,54.36893203883495,2.0,3.0,5.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,1
20,2.0,6.587101747348497,3.0,51.45631067961165,4.0,0.0,3.0,4.0,0.0,0.0,39.46280991735538,27.551020408163268,38.0,0
39,2.0,23.87090453502351,3.0,51.45631067961165,0.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
24,2.0,1.9352617689020544,2.0,50.48543689320388,4.0,7.0,1.0,4.0,0.0,0.0,40.449954086317724,39.795918367346935,38.0,0
38,4.0,7.219012849811578,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
37,2.0,16.2824604528288,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
46,2.0,8.934180689292006,0.0,53.398058252427184,0.0,11.0,1.0,2.0,0.0,0.0,0.0,35.714285714285715,38.0,0
38,0.0,7.555651107239151,1.0,55.33980582524272,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,19.0,1
43,4.0,2.860336624650384,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
27,2.0,10.086152996236974,0.0,52.42718446601941,2.0,0.0,5.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,0
20,2.0,1.3220603513202573,3.0,51.45631067961165,4.0,7.0,3.0,4.0,1.0,0.0,0.0,19.387755102040817,38.0,0
61,3.0,3.51987002552001,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
27,2.0,14.825146088621315,3.0,51.45631067961165,4.0,10.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
70,2.0,6.157051135950013,3.0,51.45631067961165,4.0,11.0,2.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,11.629667981333858,2.0,50.48543689320388,4.0,12.0,4.0,2.0,0.0,0.0,0.0,29.591836734693878,38.0,0
22,2.0,10.919380308022646,3.0,51.45631067961165,2.0,7.0,0.0,4.0,1.0,0.0,0.0,23.469387755102044,38.0,0
0,2.0,6.355509866127102,2.0,50.48543689320388,6.0,7.0,4.0,4.0,0.0,0.0,0.0,23.469387755102044,38.0,0
64,2.0,11.317930613602826,2.0,48.543689320388346,2.0,2.0,0.0,4.0,1.0,0.0,50.02295684113867,39.795918367346935,38.0,0
47,1.0,11.642934848795132,3.0,51.45631067961165,0.0,0.0,4.0,4.0,0.0,0.0,0.0,37.755102040816325,25.0,0
34,2.0,12.471195589685045,2.0,50.48543689320388,4.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,10.07771662923596,3.0,54.36893203883495,4.0,7.0,2.0,1.0,0.0,0.0,0.0,39.795918367346935,29.0,0
-21,2.0,19.136946048752677,2.0,50.48543689320388,4.0,2.0,3.0,4.0,1.0,0.0,0.0,34.69387755102041,38.0,0
48,2.0,11.759002930276829,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,45.91836734693877,38.0,0
23,2.0,13.584183716859197,3.0,54.36893203883495,4.0,7.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
71,4.0,32.61234145242944,3.0,51.45631067961165,5.0,10.0,4.0,2.0,1.0,0.0,41.68962350780533,1.0204081632653061,38.0,0
29,2.0,12.018897462082274,2.0,50.48543689320388,0.0,2.0,1.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
42,2.0,14.530825736634313,3.0,54.36893203883495,5.0,7.0,2.0,2.0,1.0,0.0,0.0,50.0,38.0,0
25,2.0,16.183809387091134,2.0,50.48543689320388,4.0,7.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
44,3.0,4.319964186261376,1.0,55.33980582524272,0.0,3.0,4.0,1.0,0.0,0.0,0.0,39.795918367346935,38.0,0
28,2.0,5.003377948561293,2.0,50.48543689320388,4.0,3.0,1.0,1.0,0.0,0.0,0.0,39.795918367346935,8.0,0
45,4.0,12.668293615507132,1.0,55.33980582524272,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
36,2.0,13.081743633774588,3.0,51.45631067961165,0.0,7.0,4.0,4.0,0.0,0.0,0.0,39.795918367346935,25.0,0
39,0.0,15.009045282199882,0.0,53.398058252427184,4.0,3.0,1.0,4.0,1.0,0.0,0.0,41.83673469387755,38.0,0
46,5.0,5.970090357572694,1.0,55.33980582524272,6.0,9.0,4.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
18,2.0,0.744985634363772,2.0,48.543689320388346,4.0,7.0,3.0,4.0,1.0,0.0,0.0,15.306122448979592,38.0,0
66,1.0,2.717870878681641,0.0,52.42718446601941,6.0,13.0,1.0,4.0,0.0,0.0,0.0,19.387755102040817,38.0,0
0,5.0,10.91604658235289,2.0,50.48543689320388,2.0,9.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
51,2.0,5.523371117825431,3.0,51.45631067961165,2.0,10.0,0.0,4.0,1.0,0.0,45.38567493112948,39.795918367346935,38.0,1
27,2.0,28.108886283895995,3.0,54.36893203883495,4.0,2.0,1.0,4.0,1.0,0.0,0.0,50.0,38.0,0
28,5.0,9.167473450957155,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
21,2.0,20.279801636519124,2.0,50.48543689320388,4.0,2.0,3.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
34,2.0,31.901645567811723,2.0,50.48543689320388,4.0,5.0,1.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
18,2.0,11.501489631092639,2.0,50.48543689320388,4.0,7.0,3.0,4.0,1.0,0.0,0.0,11.224489795918368,38.0,0
0,2.0,1.5237167367316018,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,65.3061224489796,38.0,0
44,1.0,11.325550557990839,3.0,51.45631067961165,2.0,3.0,0.0,2.0,1.0,0.0,0.0,37.755102040816325,38.0,1
43,2.0,6.783247280122082,3.0,51.45631067961165,0.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
30,2.0,42.10454699770789,3.0,51.45631067961165,4.0,2.0,1.0,2.0,1.0,0.0,0.0,44.89795918367347,38.0,0
-40,2.0,18.47101733741454,2.0,45.631067961165044,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,25.0,1
37,0.0,0.9644672468256468,3.0,51.45631067961165,2.0,0.0,0.0,4.0,1.0,0.0,0.0,41.83673469387755,38.0,1
34,2.0,19.67251928288159,2.0,50.48543689320388,2.0,7.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,4.0,8.72558471167015,3.0,54.36893203883495,0.0,3.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
0,2.0,5.786395269647381,1.0,55.33980582524272,2.0,13.0,5.0,4.0,0.0,0.0,0.0,50.0,38.0,0
58,5.0,6.44218673354075,1.0,57.28155339805825,2.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,38.0,1
38,2.0,9.548334599922304,3.0,51.45631067961165,0.0,6.0,1.0,2.0,0.0,0.0,0.0,27.551020408163268,38.0,0
24,2.0,9.843947621046558,3.0,51.45631067961165,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
41,1.0,34.632102961777136,3.0,54.36893203883495,2.0,2.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
47,2.0,7.215883229795072,3.0,51.45631067961165,2.0,11.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,0
41,0.0,7.884057103318962,3.0,54.36893203883495,2.0,11.0,0.0,4.0,1.0,0.0,0.0,23.469387755102044,38.0,0
36,2.0,5.748703759013816,3.0,51.45631067961165,0.0,2.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
40,0.0,2.85183222243162,1.0,55.33980582524272,4.0,3.0,1.0,4.0,0.0,0.0,0.0,55.10204081632653,38.0,1
35,2.0,8.444123015837919,1.0,55.33980582524272,2.0,13.0,2.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
24,4.0,1.2275594338653457,2.0,50.48543689320388,4.0,10.0,1.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
26,2.0,26.019320641136677,1.0,55.33980582524272,4.0,13.0,1.0,4.0,0.0,0.0,43.06703397612489,39.795918367346935,38.0,0
51,2.0,16.630868802927147,3.0,54.36893203883495,2.0,3.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
42,1.0,16.324302111745123,3.0,51.45631067961165,4.0,13.0,1.0,4.0,0.0,0.0,30.762167125803494,39.795918367346935,38.0,0
18,2.0,8.523860291041055,2.0,48.543689320388346,4.0,10.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
36,2.0,7.7477825621654794,3.0,54.36893203883495,2.0,7.0,0.0,2.0,1.0,0.0,0.0,35.714285714285715,38.0,1
35,2.0,1.4554093781104849,2.0,50.48543689320388,0.0,2.0,1.0,4.0,1.0,0.0,0.0,60.20408163265306,38.0,0
58,3.0,13.313471585431484,2.0,50.48543689320388,2.0,7.0,5.0,4.0,0.0,0.0,0.0,34.69387755102041,38.0,1
17,2.0,3.4350981442033652,2.0,48.543689320388346,4.0,10.0,3.0,4.0,0.0,0.0,0.0,11.224489795918368,38.0,0
44,1.0,9.937564080670718,2.0,50.48543689320388,2.0,12.0,0.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
37,2.0,13.163453930292478,2.0,50.48543689320388,2.0,2.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
0,2.0,9.450908168104139,3.0,2.9126213592233015,4.0,10.0,1.0,0.0,0.0,0.0,0.0,39.795918367346935,38.0,0
60,2.0,4.826214241539991,2.0,50.48543689320388,2.0,2.0,0.0,1.0,1.0,0.0,0.0,39.795918367346935,38.0,0
0,3.0,7.520544934880091,2.0,45.631067961165044,2.0,6.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,1
37,2.0,42.2522514554434,3.0,54.36893203883495,4.0,3.0,1.0,2.0,1.0,0.0,0.0,60.20408163265306,38.0,1
0,2.0,20.30463449099792,0.0,0.9708737864077648,0.0,10.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
38,2.0,11.411615108444735,3.0,54.36893203883495,2.0,10.0,0.0,4.0,1.0,0.0,0.0,50.0,30.0,0
45,2.0,6.433138049579984,3.0,54.36893203883495,2.0,13.0,0.0,4.0,1.0,0.0,0.0,55.10204081632653,38.0,0
0,2.0,12.44922021435176,3.0,51.45631067961165,2.0,5.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
90,2.0,2.508186337575783,2.0,50.48543689320388,4.0,7.0,1.0,2.0,1.0,0.0,50.642791551882475,39.795918367346935,38.0,0
54,2.0,11.008302337622048,2.0,50.48543689320388,2.0,0.0,0.0,2.0,1.0,0.0,0.0,19.387755102040817,38.0,0
18,2.0,15.541624966747788,2.0,50.48543689320388,4.0,10.0,3.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
75,2.0,20.365049764360023,0.0,52.42718446601941,6.0,0.0,1.0,4.0,0.0,0.0,0.0,19.387755102040817,3.0,0
0,2.0,11.016126387663313,2.0,50.48543689320388,0.0,0.0,1.0,4.0,0.0,0.0,0.0,39.795918367346935,38.0,0
35,2.0,35.63038371182459,2.0,48.543689320388346,5.0,12.0,1.0,2.0,1.0,0.0,0.0,39.795918367346935,38.0,0
41,2.0,7.860108706670922,2.0,30.097087378640772,0.0,10.0,4.0,2.0,0.0,0.0,0.0,37.755102040816325,38.0,0
25,2.0,9.855173431975329,3.0,51.45631067961165,4.0,0.0,1.0,4.0,1.0,0.0,0.0,41.83673469387755,38.0,0
0,5.0,17.268835039769986,2.0,50.48543689320388,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
-40,5.0,10.589477537152332,3.0,51.45631067961165,4.0,0.0,1.0,4.0,0.0,0.0,0.0,37.755102040816325,38.0,0
41,2.0,11.2435000853842,3.0,54.36893203883495,2.0,3.0,0.0,4.0,1.0,0.0,0.0,50.0,19.0,1
38,1.0,6.81699274812614,1.0,55.33980582524272,2.0,3.0,0.0,4.0,1.0,0.0,0.0,70.40816326530613,38.0,1
23,2.0,6.842982201306685,2.0,50.48543689320388,4.0,12.0,3.0,4.0,1.0,0.0,0.0,39.795918367346935,38.0,0
24,5.0,17.622958348159344,0.0,53.398058252427184,2.0,7.0,0.0,4.0,1.0,0.0,0.0,50.0,38.0,0
0,2.0,11.199277193846624,3.0,51.45631067961165,0.0,2.0,1.0,4.0,1.0,0.0,39.967860422405884,39.795918367346935,38.0,0
58,2.0,15.084632409120259,2.0,50.48543689320388,2.0,0.0,0.0,4.0,1.0,0.0,0.0,44.89795918367347,38.0,1
32,2.0,11.500537138044137,2.0,50.48543689320388,4.0,7.0,1.0,4.0,0.0,0.0,0.0,33.6734693877551,38.0,0
